,descricao,estado,envelhecimento,alcool,marca,madeira,grupo,madeira,tipo,volume,preco
76,"A cachaça Jacuba é produzida na cidade de Cel. Xavier Chaves/MG.   Envelhecida por dois anos em barris de carvalho. Ela tem 40,5% de teor alcoólico.A cachaça Jacuba está localizada na terra onde se encontra o alambique mais antigo do Brasil. Por este motivo já podemos perceber que a cana de açucar naquele relevo tem características especiais. São mais de 250 anos que se fabrica cachaça naqueles solos. E o alambique da cachaça Jacuba se encontra sobre o mesmo solo. Por este motivo o sabor é inigualável. É preciso esperimentar essa cachaça pura, para sentir a essência da cana de açucar destilada no mais refinado método de suavização. Ela é uma cachaça envelhecida, A Cachaça Jacuba é a mais nova cachaça Premium nacional, que traz em cada gole o equilíbrio perfeito das novas tecnologias, a qualidade, a saga e a tradição do que há de mais puro e genuíno no nosso Brasil. Os processos de produção, armazenagem e envelhecimento, criaram padrões de qualidade que caracterizam a Cachaça Jacuba como um produto artesanal em sua essência, que mantém a riqueza de aromas e sabores mesmo na produção em grande escala.",Minas Gerais,2 anos,"40,5% Vol.",Jacuba,Carvalho,Cachaça,Carvalho,Não,750 ml,"R$67,95"
77,"A cachaça Beata é produzida na cidade de Cel. Xavier Chaves/MG.   É envelhecida dois anos em barris de carvalho e tem 40% de teor alcoólico. Antes de tudo vamos falar um pouco sobre a cidade. Já em 1700 se tinha notícias de moradores na região, os primeiros foram os da família de João Gonçalves de Faria Góes e Lara. Seus filhos e netos fixam moradia nas fazendas próximas: Dois Córregos, Roça Grande e Retiro. Vindo do Rio de Janeiro, o Major Matheus Mendonça se casa na família já existente e se estabelece no “Retiro”. Da fazenda do Jacaré município vizinho de Lagoa Dourada, vem o Coronel Francisco Rodrigues Xavier Chaves que se casa na família Mendonça e herda a Fazenda do Mosquito. Sua esposa era Joana de Mendonça Chaves e o Coronel Xavier Chaves era bisneto de Antônia Rita de Jesus Xavier, irmã caçula de Tiradentes. Com base nessa história podemos ver que esse é um solo quase que sagrado. Nessa mesma cidade encontramos o alambique mais antigo do Brasil pertecente a família de Tiradentes. É importante ressaltar que a cachaça Beata está nessas redondezas por muitos anos e fabricam uma das cachaças mais saborosas do Brasil. Talvez por estar perto de um terreno fértil e com a experiência que se troca naquela região entre os fabricantes que herdaram esta cultura há mais de 200 anos atrás. Experimentar esta cachaça é um prestígio grande. Beata é sinônimo de experiência, carinho e dedicação. Participe desta história degustando uma bebida feita com todo o glamour do conhecimento.",Minas Gerais,2 anos,40%,Beata,Carvalho,Cachaça,Carvalho,Não,600 ml,"R$39,90"
78,"A cachaça Beata é produzida na cidade de Cel. Xavier Chaves/MG.   Ela tem 40% de teor alcoólico. Antes de tudo vamos falar um pouco sobre a cidade. Já em 1700 se tinha notícias de moradores na região, os primeiros foram os da família de João Gonçalves de Faria Góes e Lara. Seus filhos e netos fixam moradia nas fazendas próximas: Dois Córregos, Roça Grande e Retiro. Vindo do Rio de Janeiro, o Major Matheus Mendonça se casa na família já existente e se estabelece no “Retiro”. Da fazenda do Jacaré município vizinho de Lagoa Dourada, vem o Coronel Francisco Rodrigues Xavier Chaves que se casa na família Mendonça e herda a Fazenda do Mosquito. Sua esposa era Joana de Mendonça Chaves e o Coronel Xavier Chaves era bisneto de Antônia Rita de Jesus Xavier, irmã caçula de Tiradentes. Com base nessa história podemos ver que esse é um solo quase que sagrado. Nessa mesma cidade encontramos o alambique mais antigo do Brasil pertecente a família de Tiradentes. É importante ressaltar que a cachaça Beata está nessas redondezas por muitos anos e fabricam uma das cachaças mais saborosas do Brasil. Talvez por estar perto de um terreno fértil e com a experiência que se troca naquela região entre os fabricantes que herdaram esta cultura há mais de 200 anos atrás. Experimentar esta cachaça é um prestígio grande. Beata é sinônimo de experiência, carinho e dedicação. Participe desta história degustando uma bebida feita com todo o glamour do conhecimento.",Minas Gerais,Sem envelhecimento,40%,Beata,Não Envelhcida,Cachaça,Não Envelhcida,Não,600 ml,"R$29,90"
79,"A CACHAÇA VENTANIA é uma excelente cachaça artesanal mineira. A cachaça VENTANIA tem que estar presente em toda adega que se preze. COMPRE JA AQUI NO CE!!!A cachaça Ventania nasceu em 1991, com a preocupação de fazer desde o plantio até a sua apreciação um produto de qualidade, com sabor especial, respeitando a tradição e padrões de excelência.A preocupação com a qualidade da cachaça Ventania envolve também o destino dos subprodutos como o bagaço e vinhoto, os quais são utilizados na alimentação do gado na adubação das plantações e cobertura do solo.",Minas Gerais,2 anos,"40,5% Vol.",Ventania,Carvalho/amburana,Cachaça,Carvalho/amburana,Não,700 ml,"R$68,28"
80,"A cachaça João Mendes é produzida na cidade de Perdões/MG. Tem 35% de teor alcoólico e é envelhecida aproximadamente 2 anos no carvalho.   Há mais de 25 anos no mercado a cachaça João Mendes já tem feito muita gente pedir perdão por aí. Em homenagem a sua cidade Natal. É necessário puxar o banquinho, acendar o fogão á lenha e colocar o torresmo pra fritar. Sentir o gosto da fumaça temperada e aquecer o peito com a deliciosa cachaça do sul de Minas. Podemos notar que Minas inteira fabrica cachaça e que de cada canto vem uma história especial. Apreciar a noite e suas estrelas, a lua e sua luz serena, combinando com a leve coloração da cachaça JM. Uma cachaça que desce suave, com notas leves de cana de açúcar mesclado com uma madeira fresca. Tomar a JM é como sair correndo em um vale ao vento de braços abertos, como se perdoasse todos os erros do passado e abraçasse o novo. A medida que o seu nécta toca sensivelmente o corpo através das correntes sanguínas, é possível ver pontos de luzes cristalizadas cintilantes nos silios, um brilho de prazer e satisfação, aquela hora que se bate no peito e agradeçemos a vida pelo o que somos.",Minas Gerais,Não,Não,João Mendes,Carvalho,Cachaça,Carvalho,Não,50 ml,"R$9,95"
81,"A cachaça Mineiríssima é produzida na cidade de São João do Pacuí/MG. Ela é envelhecida três anos no carvalho e no jequitibá.   Tem 40% de teor alcoólico. Para quem gosta de uma cachaça com um sabor e cheiro do carvalho mais destacado, essa é a cachaça ideial. Suave, desce macia na garganta deixando aquela essência do carvalho prolongada um pouco mais. É uma cachaça que devemos apreciar com muito cuidado, porque de tão macia, tendemos a beber muito achando que ela é fraca. Mas não se engane, a Mineiríssima de tão gostosa é como a Medusa na mitologia grega, cujo um dos poderes era petrificar quem a olhasse nos olhos. Se você ficar tomando a Mineiríssima por muito tempo ficará estático, descansado e extasiado. Sua textura é como uma dose de relaxamento. O cheiro é maravilhoso, o mais puro retrato da essência fenomenal da cana combinada com a madeira. O próprio cheiro é a prova que ela descansou de verdade em nobres barris de carvalho. Não tem como negar isso. O cheiro do passado, o perfume do perfume. Essa cachaça quer representar Minas na sua mais pura essência. Mineríssima.",Minas Gerais,5 anos,40% Vol.,Mineiríssima,Carvalho,Cachaça,Carvalho,Não,750 ml,"R$54,90"
82,"A cachaça Sabor da Cana é produzida na cidade de Salinas/MG, capital mineira da cachaça. Ela é envelhecida por um ano e seis meses no barril de Jequitibá Rosa.   Se você não conhece a cidade de Salinas está na hora de saber que é onde mais se fabrica cachaça em Minas Gerais. É conhecida como a capital mundial da cachaça. Isso se deve pelo fato da terra naquela região dar propriedades particulares a cana de açúcar. O que resulta numa cachaça diferenciada, com alto padrão de qualidade e sobretudo, deliciosa. Foi pensando nesse contexto que a cachaça Sabor da Cana quis produzir uma bebida que realmente lembra-se e destacasse a cana de açúcar. É simplesmente fantástico sua textura e maciez. A madeira Jequitibá Rosa não deixa muita coloração na cachaça, ela apenas desintensifica o álcool tornando a cachaça bebível sem cara feia. Outra particularidade desta cachaça é que ela está entre a cachaça envelhecida e pura. Não é nenhuma e nem outra, é uma singularidade, um elo entre o Ying e Yang, a noite e o dia e o velho e o novo. Boa para fazer caipirinha, boa para tomar pura. Nem forte e nem fraca. A ideia do nome é transmitir o sabor que mais representa Minas de forma verdadeira. Honesta e equilibrada.",Minas Gerais,"1,6 anos",43% Vol.,Sabor da Cana,Jequitibá Rosa,Cachaça,Jequitibá Rosa,Não,700 ml,"R$24,95"
83,"A cachaça Sobradinha é produzida na cidade de Salinas/MG, capital mineira da cachaça. Ela é envelhecida por um ano e seis meses em barris de bálsamo e tem 42% de teor alcoólico.   Tendo em vista que esta cachaça é fabricada na cidade que mais se fabrica cachaça no país, a Sobradinha traz em sua essência o amor pela labuta. É preciso imaginar o sol á pino enquanto um grupo de trabalhadores zela pelo seu ganha pão buscando produzir uma deliciosa cachaça que chega até aqui hoje. É preciso imaginar a moagem e o processo de fermentação realizados de forma serena e tranquila. Enquanto se olha para as montanhas pitando um cigarro de palha. A espera é sem ansiedade. Sem pressa. A calma está retratada na Sobradinha. Por isso temos esse prazer de lhe apresentar uma cachaça que lhe servirá com um atendimento inglês na mordomia. É beber e se sentir bem tratado, bem cuidado, sem medo da cura. Não é preciso ter ansiedade com medo de se machucar. É preciso ao contrário, beba sem medo de ser feliz.",Minas Gerais,"1,6 anos",42% Vol.,Sobradinha,Bálsamo,Cachaça,Bálsamo,Não,700 ml,"R$24,95"
84,"A cachaça Sapucaia Florida é produzida na cidade de Pindamonhagaba/SP. É envelhecida por dois anos em barris de carvalho e tem 40% de teor alcoólico.   Sapucaia é uma árvore, é uma flor. É um nome de cidade e uma representação de persistência. Esta árvore pode chegar a ter 150 metros de altura. O que demonstra que vive anos para atingir este apogeu. A sapucaia Florida já está no mercado desde 1933, sua árvore ainda está em crescimento. O tom rosa que lembra delicadeza quer representar a ternura da flor. O capricho da mãe natureza. Este mesmo capricho é o que motiva todos os colaboradores para produzir uma cachaça tão diferente e saborosa. A começar por sua garrafa que naturalmente lembra a textura do tronca da árvore. Basta passar a mão para sentir a grandeza do amor pela natureza. É impossível não perceber esta troca, a mãe natureza retribuir com uma cana de açúcar abençoada. A Sapucaia Florida deseja florir seus sentidos. Liberte-se e não tenha medo de degustar. Sempre lembramos que sem exagero, mas vá com tudo. Isso não significa beber demais, mas contemplar e apreciar demais. Aproveite.",São Paulo,2 anos,40% Vol.,Sapucaia,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$39,48"
85,"A cachaça Sapucaia Florida é produzida na cidade de Pindamonhagaba/SP. É envelhecida por cinco anos em barris de carvalho e tem 40% de teor alcoólico.   Sapucaia é uma árvore, é uma flor. É um nome de cidade e uma representação de persistência. Esta árvore pode chegar a ter 150 metros de altura. O que demonstra que vive anos para atingir este apogeu. A sapucaia Florida já está no mercado desde 1933, sua árvore ainda está em crescimento. O tom rosa que lembra delicadeza quer representar a ternura da flor. O capricho da mãe natureza. Este mesmo capricho é o que motiva todos os colaboradores para produzir uma cachaça tão diferente e saborosa. A começar por sua garrafa que naturalmente lembra a textura do tronca da árvore. Basta passar a mão para sentir a grandeza do amor pela natureza. É impossível não perceber esta troca, a mãe natureza retribuir com uma cana de açúcar abençoada. A Sapucaia Florida deseja florir seus sentidos. Liberte-se e não tenha medo de degustar. Sempre lembramos que sem exagero, mas vá com tudo. Isso não significa beber demais, mas contemplar e apreciar demais. Aproveite.",São Paulo,5 anos,"40,5% Vol.",Sapucaia,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$57,47"
86,"A cachaça Scherman é produzida na cidade de São Paulo/SP. Envelhecida um ano em barris de Ipê e tem 40% de teor alcoólico.   Em 01 de março de 1888, chegam ao Brasil, no Porto de Santos, a bordo do vapor S. Martino, Giacomo e Luigia Scherma, com seus 4 filhos, Anna Maria, Domenico, Giovanni e Antonio. Todos eles, a exemplo de praticamente todos os italianos que chegavam ao Brasil foram para o interior de São Paulo, para trabalhar nas fazendas de café. Esse é o início da história da fabricação de um produto, que anos mais tarde seria um dos principais destilados consumidos no mundo. A família Scherma, começou a produzir cachaça, que era vendida a granel para familiares, amigos e inclusive para revendedores que a engarrafavam e revendiam na região. As grandes empresas de cachaça industrial de Pirassununga iniciaram seus negócios dessa forma. As cachaças Brazil, Bayu e Schermann nunca deixaram de ser produzidas e ainda hoje mantém a mesma tradição, após quatro gerações. A família formou, aos poucos outros produtos de cachaça que se somaram ao primeiro alambique produtor, em operação até os dias atuais. Dessa forma temos que destacar que, além da influência dos escravos, a cachaça brasileira tem também uma forte influência da produção dos destilados europeus, que eram produzidos e consumidos pelos seus antepassados na Europa. As marcas Brazil, Bayu e Schermann são o resultado de mais de 100 anos de experiência, onde juntamos a tradição e a modernidade para oferecer uma das melhores cachaças do Brasil.",São Paulo,Não,40% Vol.,Schermann,Não,Cachaça,Não,Não,500 ml,"R$32,04"
